ID,kaikei_date,nyuten_date,menu,category,tanka,suuryo,goukei,male,female,unknown
16053,2019/4/7 22:54,2019/4/7 20:45,food244,food,180,2,360,0,2,0
16055,2019/4/7 23:00,2019/4/7 20:48,food10,food,600,1,600,3,0,0
16055,2019/4/7 23:00,2019/4/7 20:48,food263,food,590,1,590,3,0,0
16056,2019/4/7 23:07,2019/4/7 20:01,food1,food,390,1,390,2,1,0
16059,2019/4/7 23:14,2019/4/7 20:33,food218,food,399,1,399,0,3,0
16060,2019/4/7 23:21,2019/4/7 21:01,food129,food,490,2,980,7,0,0
16062,2019/4/7 23:26,2019/4/7 22:24,food150,food,490,1,490,1,1,0
16062,2019/4/7 23:26,2019/4/7 22:24,alcohol23,alcohol,450,1,450,1,1,0
16063,2019/4/7 23:42,2019/4/7 22:22,food83,food,690,1,690,3,0,0
16063,2019/4/7 23:42,2019/4/7 22:22,soft_drink1,soft_drink,300,2,600,3,0,0
16065,2019/4/7 23:47,2019/4/7 23:04,food50,food,999,1,999,6,0,0
16066,2019/4/7 23:50,2019/4/7 21:06,food239,food,350,1,350,4,0,0
16067,2019/4/7 23:55,2019/4/7 21:05,food167,food,780,1,780,0,3,0
16067,2019/4/7 23:55,2019/4/7 21:05,food236,food,190,3,570,0,3,0
16067,2019/4/7 23:55,2019/4/7 21:05,food9,food,520,1,520,0,3,0
16069,2019/4/8 19:16,2019/4/8 18:22,food260,food,230,1,230,1,0,0
16070,2019/4/8 19:28,2019/4/8 19:01,food269,food,450,1,450,0,2,0
16076,2019/4/8 20:46,2019/4/8 18:18,food4,food,490,1,490,3,0,0
16077,2019/4/8 20:50,2019/4/8 19:45,nomiho28,alcohol,350,1,350,2,0,0
16078,2019/4/8 20:52,2019/4/8 20:13,food46,food,480,1,480,0,1,0
16079,2019/4/8 20:57,2019/4/8 18:44,food48,food,800,1,800,3,0,0
16082,2019/4/8 21:37,2019/4/8 20:01,food42,food,500,1,500,2,2,0
16082,2019/4/8 21:37,2019/4/8 20:01,food194,food,530,1,530,2,2,0
16089,2019/4/8 22:10,2019/4/8 20:27,food256,food,250,4,1000,4,0,0
16093,2019/4/8 22:36,2019/4/8 22:02,food255,food,180,1,180,1,0,0
16102,2019/4/8 23:51,2019/4/8 20:02,food42,food,500,2,1000,0,3,0
16107,2019/4/10 20:00,2019/4/10 19:30,food113,food,980,1,980,1,0,0
16114,2019/4/10 21:01,2019/4/10 19:38,food46,food,480,2,960,3,3,0
16114,2019/4/10 21:01,2019/4/10 19:38,food248,food,700,1,700,3,3,0
16114,2019/4/10 21:01,2019/4/10 19:38,food233,food,1500,1,1500,3,3,0
16114,2019/4/10 21:01,2019/4/10 19:38,food218,food,399,1,399,3,3,0
16117,2019/4/10 21:17,2019/4/10 20:07,food113,food,980,1,980,2,0,0
16118,2019/4/10 21:19,2019/4/10 19:44,food249,food,650,1,650,1,1,0
16119,2019/4/10 21:37,2019/4/10 19:02,food87,food,700,1,700,1,2,0
16120,2019/4/10 21:39,2019/4/10 19:09,food69,food,650,1,650,0,3,0
16120,2019/4/10 21:39,2019/4/10 19:09,food268,food,400,1,400,0,3,0
16121,2019/4/10 21:39,2019/4/10 19:19,food150,food,490,1,490,1,1,0
16126,2019/4/10 22:08,2019/4/10 19:10,food88,food,550,1,550,3,0,0
16126,2019/4/10 22:08,2019/4/10 19:10,food121,food,590,1,590,3,0,0
16126,2019/4/10 22:08,2019/4/10 19:10,food42,food,500,1,500,3,0,0
16126,2019/4/10 22:08,2019/4/10 19:10,food66,food,780,1,780,3,0,0
16126,2019/4/10 22:08,2019/4/10 19:10,food83,food,690,1,690,3,0,0
16127,2019/4/10 22:10,2019/4/10 19:01,food28,food,400,1,400,1,2,0
16127,2019/4/10 22:10,2019/4/10 19:01,food1,food,390,3,1170,1,2,0
16134,2019/4/10 22:44,2019/4/10 20:11,food88,food,550,1,550,0,3,0
16134,2019/4/10 22:44,2019/4/10 20:11,food6,food,390,1,390,0,3,0
16141,2019/4/10 23:48,2019/4/10 22:40,food218,food,399,1,399,4,5,0
16143,2019/4/11 0:01,2019/4/10 23:01,food48,food,800,1,800,1,1,0
16143,2019/4/11 0:01,2019/4/10 23:01,food6,food,390,1,390,1,1,0
16144,2019/4/11 17:54,2019/4/11 17:01,food124,food,490,1,490,1,1,0
16144,2019/4/11 17:54,2019/4/11 17:01,alcohol1,alcohol,500,2,1000,1,1,0
16149,2019/4/11 18:56,2019/4/11 17:45,food244,food,180,2,360,1,0,0
16155,2019/4/11 20:16,2019/4/11 18:57,food10,food,600,1,600,1,1,0
16160,2019/4/11 20:56,2019/4/11 20:22,alcohol1,alcohol,500,1,500,1,0,0
16163,2019/4/11 21:18,2019/4/11 19:07,food12,food,690,1,690,3,0,0
16163,2019/4/11 21:18,2019/4/11 19:07,food18,food,690,1,690,3,0,0
16165,2019/4/11 21:22,2019/4/11 19:03,food194,food,530,1,530,0,2,0
16166,2019/4/11 21:23,2019/4/11 19:06,food234,food,800,1,800,3,0,0
16168,2019/4/11 21:26,2019/4/11 19:43,food218,food,399,1,399,1,0,0
16168,2019/4/11 21:26,2019/4/11 19:43,food26,food,780,1,780,1,0,0
16169,2019/4/11 21:27,2019/4/11 20:23,food258,food,100,1,100,1,0,0
16175,2019/4/11 21:41,2019/4/11 20:39,food31,food,300,1,300,1,0,0
16176,2019/4/11 21:42,2019/4/11 18:12,food234,food,800,1,800,0,5,0
16176,2019/4/11 21:42,2019/4/11 18:12,food19,food,750,1,750,0,5,0
16176,2019/4/11 21:42,2019/4/11 18:12,food226,food,600,1,600,0,5,0
16193,2019/4/11 23:21,2019/4/11 21:30,food236,food,190,7,1330,1,6,0
16193,2019/4/11 23:21,2019/4/11 21:30,food83,food,690,1,690,1,6,0
16193,2019/4/11 23:21,2019/4/11 21:30,food88,food,550,1,550,1,6,0
16194,2019/4/11 23:30,2019/4/11 20:42,food218,food,399,1,399,2,2,0
16195,2019/4/11 23:41,2019/4/11 20:51,food136,food,390,1,390,4,0,0
16195,2019/4/11 23:41,2019/4/11 20:51,food44,food,490,1,490,4,0,0
16202,2019/4/12 19:26,2019/4/12 18:55,alcohol23,alcohol,450,1,450,2,1,0
16203,2019/4/12 20:11,2019/4/12 19:07,food36,food,999,1,999,2,2,0
16206,2019/4/12 20:21,2019/4/12 19:08,nomiho2,alcohol,450,1,450,1,1,0
16208,2019/4/12 20:31,2019/4/12 18:49,food233,food,1500,1,1500,1,3,0
16209,2019/4/12 20:32,2019/4/12 19:21,alcohol1,alcohol,500,1,500,1,1,0
16211,2019/4/12 21:08,2019/4/12 20:23,food234,food,800,1,800,1,1,0
16214,2019/4/12 21:10,2019/4/12 19:24,food109,food,590,1,590,3,0,0
16221,2019/4/12 21:30,2019/4/12 20:18,food254,food,800,1,800,0,2,0
16222,2019/4/12 21:33,2019/4/12 19:20,food247,food,390,1,390,4,0,0
16224,2019/4/12 21:41,2019/4/12 19:25,food44,food,490,1,490,3,1,0
16225,2019/4/12 21:42,2019/4/12 19:17,food109,food,590,1,590,1,1,0
16226,2019/4/12 21:43,2019/4/12 18:58,food218,food,399,1,399,1,2,0
16228,2019/4/12 21:56,2019/4/12 21:32,alcohol19,alcohol,400,1,400,1,0,0
16231,2019/4/12 22:06,2019/4/12 19:53,food254,food,800,1,800,0,2,0
16232,2019/4/12 22:08,2019/4/12 21:22,food83,food,690,1,690,2,1,0
16238,2019/4/12 22:37,2019/4/12 21:41,alcohol4,alcohol,350,2,700,1,1,0
16243,2019/4/12 22:51,2019/4/12 19:36,food9,food,520,1,520,0,2,0
16265,2019/4/12 23:25,2019/4/12 20:57,food132,food,390,1,390,0,3,0
16266,2019/4/12 23:29,2019/4/12 21:29,alcohol1,alcohol,500,2,1000,1,3,0
16268,2019/4/12 23:37,2019/4/12 21:09,food244,food,180,1,180,1,1,0
16269,2019/4/12 23:44,2019/4/12 21:54,food241,food,180,1,180,1,1,0
16270,2019/4/12 23:50,2019/4/12 21:50,food12,food,690,1,690,0,3,0
16275,2019/4/13 0:03,2019/4/12 22:30,food31,food,300,2,600,3,0,0
16276,2019/4/13 17:04,2019/4/13 15:35,food48,food,800,1,800,3,0,0
16279,2019/4/13 17:42,2019/4/13 15:56,alcohol18,alcohol,700,1,700,2,1,0
16279,2019/4/13 17:42,2019/4/13 15:56,food249,food,650,1,650,2,1,0
16280,2019/4/13 18:18,2019/4/13 16:26,food17,food,750,1,750,1,2,0
16280,2019/4/13 18:18,2019/4/13 16:26,alcohol35,alcohol,200,2,400,1,2,0
16282,2019/4/13 18:22,2019/4/13 17:49,soft_drink7,soft_drink,400,1,400,0,4,0
16284,2019/4/13 18:46,2019/4/13 18:00,food35,food,390,1,390,0,2,0
16286,2019/4/13 19:15,2019/4/13 18:15,food36,food,999,1,999,2,2,0
16289,2019/4/13 19:35,2019/4/13 18:35,food98,food,590,1,590,0,2,0
16289,2019/4/13 19:35,2019/4/13 18:35,food218,food,399,1,399,0,2,0
16292,2019/4/13 19:58,2019/4/13 17:44,food73,food,650,1,650,0,4,0
16297,2019/4/13 20:22,2019/4/13 18:11,food63,food,490,1,490,2,0,0
16298,2019/4/13 20:25,2019/4/13 19:00,food239,food,350,1,350,0,3,0
16300,2019/4/13 20:31,2019/4/13 19:24,food234,food,800,1,800,1,0,0
16302,2019/4/13 20:36,2019/4/13 19:53,nomiho36,soft_drink,300,1,300,4,0,0
16303,2019/4/13 20:41,2019/4/13 20:03,food18,food,690,1,690,1,1,0
16304,2019/4/13 20:43,2019/4/13 19:09,food267,food,450,1,450,3,0,0
16308,2019/4/13 20:53,2019/4/13 19:35,food26,food,780,1,780,1,1,0
16312,2019/4/13 21:10,2019/4/13 20:29,alcohol1,alcohol,500,1,500,0,1,0
16316,2019/4/13 21:16,2019/4/13 19:08,food126,food,490,2,980,1,1,0
16317,2019/4/13 21:22,2019/4/13 18:42,food261,food,480,1,480,20,8,0
16323,2019/4/13 21:35,2019/4/13 19:08,food263,food,590,1,590,3,0,0
16327,2019/4/13 21:39,2019/4/13 19:45,food39,food,600,1,600,2,0,0
16329,2019/4/13 21:40,2019/4/13 19:10,food6,food,390,1,390,0,0,3
16338,2019/4/13 22:06,2019/4/13 20:01,food78,food,380,1,380,0,2,0
16338,2019/4/13 22:06,2019/4/13 20:01,food84,food,900,1,900,0,2,0
16339,2019/4/13 22:09,2019/4/13 20:44,food194,food,530,1,530,1,2,0
16343,2019/4/13 22:27,2019/4/13 19:13,food42,food,500,1,500,0,3,0
16345,2019/4/13 22:33,2019/4/13 19:44,food68,food,1700,1,1700,5,0,0
16345,2019/4/13 22:33,2019/4/13 19:44,food44,food,490,1,490,5,0,0
16345,2019/4/13 22:33,2019/4/13 19:44,food235,food,280,1,280,5,0,0
16345,2019/4/13 22:33,2019/4/13 19:44,food6,food,390,2,780,5,0,0
16351,2019/4/13 22:56,2019/4/13 19:58,food55,food,590,1,590,3,3,0
16351,2019/4/13 22:56,2019/4/13 19:58,food6,food,390,1,390,3,3,0
16361,2019/4/13 23:22,2019/4/13 21:04,food6,food,390,1,390,0,2,0
16364,2019/4/13 23:32,2019/4/13 22:35,food28,food,400,1,400,1,0,0
16367,2019/4/13 23:38,2019/4/13 21:35,food42,food,500,1,500,0,2,0
16367,2019/4/13 23:38,2019/4/13 21:35,food216,food,399,1,399,0,2,0
16368,2019/4/13 23:42,2019/4/13 22:26,food267,food,450,2,900,7,0,0
16372,2019/4/13 23:52,2019/4/13 21:50,food55,food,590,1,590,0,2,0
16375,2019/4/13 23:55,2019/4/13 22:59,alcohol1,alcohol,500,2,1000,1,1,0
16375,2019/4/13 23:55,2019/4/13 22:59,alcohol19,alcohol,400,2,800,1,1,0
16375,2019/4/13 23:55,2019/4/13 22:59,food217,food,500,1,500,1,1,0
16381,2019/4/14 16:18,2019/4/14 14:58,alcohol34,alcohol,250,12,3000,4,0,0
16382,2019/4/14 16:37,2019/4/14 15:10,alcohol22,alcohol,350,1,350,1,0,0
16382,2019/4/14 16:37,2019/4/14 15:10,alcohol12,alcohol,400,1,400,1,0,0
16384,2019/4/14 17:09,2019/4/14 15:05,food17,food,750,1,750,0,3,0
